"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"","Donnerstag 22. März 2018 ","","Da will die CSU nicht klatschen; Kanzlerin Merkel rüffelt im Bundestag Minister Seehofer für seine Islam-Aussage. Der einmalige Vorgang offenbart: Der Streit der Unionsparteien über die Migrationspolitik bleibt akut","","Die Welt","","",
"","Donnerstag 22. März 2018 ","",""Auf einer Wellenlänge mit Horst Seehofer"; Tschechiens Premierminister Andrej Babis lobt den Bundesinnenminister - und kritisiert die "moralische Keule" Brüssels im Umgang mit Osteuropa","","Die Welt","","",
"","Mittwoch 21. März 2018 ","","Dialog mit den Falschen; Ob der Islam zu Deutschland gehört oder nicht, ist mit einem Satz nichtzu beantworten. Entscheidend ist die Abgrenzung zum Islamismus - und der Schulterschluss mit den modernen Muslimen","","Die Welt","","",
"","Mittwoch 21. März 2018 ","","Mission Immunisierung; In Berlin klären Flüchtlinge Schüler von Willkommensklassen über Antisemitismus auf - ein Modellprojekt im Kampf gegen den Judenhass vieler Muslime","","Die Welt","","",
"","Mittwoch 21. März 2018 ","",""Orbán hat einen Schlüssel zur Lösung in der Hand"; EVP-Fraktionschef Weber sagt, warum Europa Ungarn in der Migrationspolitik als Partner braucht","","Die Welt","","",
"","Mittwoch 21. März 2018 ","","Orwells Fantasie - Chinas Realität; Die Volksrepublik verschärft und erweitert ihr System zur lückenlosen Kontrolle der Bürger. Wer sich nicht regelkonform verhält, wird bestraft - und darf etwa kein Flugzeug oder keinen Zug mehr benutzen","","Die Welt","","",
"","Mittwoch 21. März 2018 ","","Hunderttausende auf der Flucht; Helfer können die Menschen aus Afrin und Ost-Ghuta in Syrien kaum versorgen","","Die Welt","","",
"","Dienstag 20. März 2018 ","","Politisierte Kinder","","Die Welt","","",
"","Dienstag 20. März 2018 ","","Nicht nur mit Geld abspeisen; Die Hartz-IV-Debatte ist überfällig. Den allermeisten Betroffenen mangelt es nicht nur am Finanziellen, sondern vor allem an Perspektiven für ein besseres Leben. Und daran ist der Wohlfahrtsstaat mitschuldig","","Die Welt","","",
"","Dienstag 20. März 2018 ","","Schonfrist für Wirtschaft und Bürger nach dem Brexit vereinbart","","Die Welt","","",
"","Dienstag 20. März 2018 ","","Klima der anderen; Die Deutschen sind bei der Rettung der Welt ganz vorne dabei. Behaupten sie zumindest. Tatsächlich ist ihnen die Erderwärmung egal, klagt Umweltpsychologe Gerhard Reese","","Die Welt","","",
"","Dienstag 20. März 2018 ","","Putins Propagandasender verbucht Erfolg in Deutschland; Der Chef von RT Deutsch wird immer wieder in Talkshows eingeladen. Dort verbreitet Iwan Rodionow eine Verschwörungstheorie zur Vergiftung des Ex-Spions Skripal","","Die Welt","","",
"","Dienstag 20. März 2018 ","","AfD-Tours im Dienste der Innenpolitik; In den vergangenen Wochen sind rechtsnationale Politiker nach Syrien und Russland gereist. Dass sie von dort nur wenig Kritisches berichten, hat einen Grund","","Die Welt","","",
"","Dienstag 20. März 2018 ","","Widerstand gegen stärkere Grenzkontrollen; Seehofers Vorstoß polarisiert: Kritiker fürchten um die EU-Freizügigkeit. Doch zwischen Festung und Durchwinken gibt es Zwischenstufen","","Die Welt","","",
"","Montag 19. März 2018 ","","Inquisitorischer Ton; Seit 2015 reden wir nicht offen über Migration und haben nun den Salat: die AfD. Die Tatsachen müssen aber ungeschminkt auf den Tisch, die Ängste der Bevölkerung gehören ausgesprochen und besprochen","","Die Welt","","",
"","Montag 19. März 2018 ","","Schieflage bei Asylentscheidungen ist extrem; Deutschland entschied 2017 über mehr Anträge als die übrigen EU-Staaten zusammen. Rückführungen nach den Dublin-Regeln gelangen nur in jedem 26. Fall","","Die Welt","","",
"","Montag 19. März 2018 ","","Das Loch im Netz; Migranten gelangen über das Meer nach Europa, weil Griechenland seinen Teil des EU-Abkommens nicht einhält. Jetzt hat sich die Türkei beschwert","","Die Welt","","",
"","Montag 19. März 2018 ","","Innenminister will mehr Kontrollen an Grenzen","","Die Welt","","",
"","Montag 19. März 2018 ","",""Wer nicht hierbleiben kann, muss gehen"; Als wichtigster SPD-Innenminister tritt Boris Pistorius streng auf - und wirft dem neuen Berliner Ressortchef Horst Seehofer (CSU) wegen dessen Null-Toleranz-Ansage eine "Anschein-Erweckungs-Politik" vor","","Die Welt","","",
"","Montag 19. März 2018 ","","Afrin ist gefallen, der Krieg geht weiter; Türkisches Militär hat mithilfe syrischer Rebellen die mehrheitlich kurdische Stadt erobert. Werden die USA einen weiteren Vormarsch verhindern?","","Die Welt","","",
"","18. März 2018 ","","Bayern Kompakt; Migration: Jobcenter drastisch unterfinanziert ++ Hilfspfleger: Staatsanwalt prüft zehn weitere Todesfälle ++ Urteil: Abgeordneter Felbinger verurteilt","","Welt am Sonntag","","",
"","18. März 2018 ","","Die Furchtlose; Mizgin Bilmen aus Duisburg macht Musiktheater ohne Rücksichten. Jetzt hat sie in Bielefeld Richard Wagners "Rheingold" inszeniert - als groteske Göttershow","","Welt am Sonntag","","",
"","18. März 2018 ","","Die Macht der schlechten Laune; Trotz Stabilität und Wohlstand sind viele Deutsche verbittert. Die neue Regierung sollte eine solche Stimmung nicht ignorieren, warnt Susanne Gaschke","","Welt am Sonntag","","",
"","18. März 2018 ","","Afrin fast vollständig von türkischen Truppen umzingelt","","Welt am Sonntag","","",
"","18. März 2018 ","","16 Flüchtlinge ertrunken","","Welt am Sonntag","","",
"","18. März 2018 ","","Müssen Kinder für Politik begeistert werden?","","Welt am Sonntag","","",
"","18. März 2018 ","","Lügen, Lügen, guter Glaube; Brutal wurde eine Studentin in Freiburg ermordet. Der Prozess gegen Hussein K. offenbarte das ganze Ausmaß an Sorglosigkeit und Missständen im Umgang mit Flüchtlingen. Kommenden Donnerstag wird das Urteil gefällt","","Welt am Sonntag","","",
"","18. März 2018 ","","Der Fall Maria L.","","Welt am Sonntag","","",
"","18. März 2018 ","","Unsere Dämonen; Sie gelten als rechts. Aber sind sie es wirklich? Und wie gefährlich ist das überhaupt? Umstrittene deutsche Literaten von Kracht bis Tellkamp im Schnell-Check","","Welt am Sonntag","","",
"","18. März 2018 ","","Weichkochen kann ganz schön hart werden","","Welt am Sonntag","","",
"","18. März 2018 ","",""Wir mussten keine Kröten schlucken"; Bundesinnenminister Horst Seehofer (CSU) über seine erste Auseinandersetzung mit der Kanzlerin und dem Koalitionspartner, über seine Ziele als Innen- und Heimatminister und seinen Abschied aus München","","Welt am Sonntag","","",
"","Samstag 17. März 2018 ","","Ein Loch in der Ablehnungsfront der Union; Drei Abgeordnete stimmen nicht gegen Antrag der AfD","","Die Welt","","",
"","Samstag 17. März 2018 ","","Calvin und die Prostituierte; Was haben Russen, die Reformation und ein verrückter Kastanienbaum gemeinsam? Sie haben Genfs Geschichte geprägt und der größten Stadt der französischen Schweiz einen extravaganten Reiz verliehen","","Die Welt","","",
"","Samstag 17. März 2018 ","",""Ohne Umverteilung keine linke Politik"; Juso-Chef Kevin Kühnert warnt seine SPD vor "Siechtum" - wenn sie als beliebige Partei der Mitte agiere. In der Debatte um Hartz IV stellt er klar: Missstände seien nicht erst durch die Zuwanderung entstanden","","Die Welt","","",
"","Samstag 17. März 2018 ","","Bundesregierung will 209 neue Stellen schaffen; Fast die Hälfte des Personals für das Innenministerium","","Die Welt","","",
"","Samstag 17. März 2018 ","","Man wird ja wohl ncoh sagen dürfen ...; Leipzig nach Tellkamp: Die Buchmesse streitet über die Identität unseres Landes. Bis Freitag ging es zivilisiert zu. Aber kontroverser denn je. Ein Versuch, die Diskursbranche von ihren Rändern her zu verstehen.","","Die Welt","","",
"","Freitag 16. März 2018 ","","Lernt doch die Rechten kennen!; Es ist dumm, gegen Verlage zu protestieren, die einem nicht passen. Nach der Aufregung um Uwe Tellkamp bietet die Leipziger Buchmesse nun Gelegenheit, im rechten Spektrum die Spreu vom Weizen zu trennen","","Die Welt","","",
"","Freitag 16. März 2018 ","","Viele Kulturen, viele Konflikte","","Die Welt","","",
"","Freitag 16. März 2018 ","","Feuilleton Kompakt; Buchmesse: Esther Kinsky gewinnt Leipziger Buchpreis ++ Tellkamp sagt Lesereise ab ++ Kulturrat: Evangelische Kirche in "inhaltlicher Krise" ++ Lebenswerk: Rüdiger Safranski erhält Nationalpreis","","Die Welt","","",
"","Freitag 16. März 2018 ","","Rot-Rot-Grün ist noch nicht tot","","Die Welt","","",
"","Freitag 16. März 2018 ","","Erdogans Kolonialisierungsplan für Syrien; Die Türkei steht kurz vor der Eroberung von Afrin. Aber das ist nur der erste Schritt, Ankara will den kurdischen Erzfeind systematisch und dauerhaft besiegen","","Die Welt","","",
"","Freitag 16. März 2018 ","","Politik Kompakt; Privatschulen: Nicht besser als staatliche Schulen ++ Oklahoma: Hinrichtungen mit Stickstoff geplant ++ Nato-Rüstungsausgaben: Nur zwei Staaten in Europa erreichen Ziel ++ Slowenien: Premierminister Cerar zurückgetreten ++ Flüchtlinge: 1,1 Milliarden Euro für Jobcenter ++ Norwegen: Justizministerin droht Misstrauensantrag","","Die Welt","","",
"","Donnerstag 15. März 2018 ","","Wie eine Drehtür für Einwanderer; Arbeitsmigranten bleiben oft nur kurz in Deutschland. Experten sehen das kritisch","","Die Welt","","",
"","Donnerstag 15. März 2018 ","","17-Jährige erstochen, junger Mann in Haft; 18 Jahre alter Verdächtiger kommt aus Afghanistan","","Die Welt","","",
"","Donnerstag 15. März 2018 ","","Verhaltener Aufbruch","","Die Welt","","",
"","Donnerstag 15. März 2018 ","","Tag 2","","Die Welt","","",
"","Donnerstag 15. März 2018 ","","Ein Masterplan für Seehofer; Die Bundesregierung plant mal wieder "konsequentere Abschiebungen". Bisher hatte sie wenig Erfolg, die Zahlen gingen sogar zurück. Was wäre nötig, um mehr Rückführungen zu ermöglichen?","","Die Welt","","",
